Rettangoli_naif Trapezi Simpson
1.56777e-06 -5.00489e-13 -4.44089e-15
1.56492e-06 -3.85247e-13 8.65974e-15
1.56207e-06 -5.0826e-13 -5.77316e-15
1.55924e-06 -4.79172e-13 3.84137e-14
1.55641e-06 -4.43201e-13 2.4647e-14
1.5536e-06 -4.59632e-13 -2.24265e-14
1.5508e-06 -4.67404e-13 -2.81997e-14
1.548e-06 -4.53193e-13 1.37668e-14
1.54522e-06 -5.00266e-13 1.77636e-15
1.54244e-06 -4.7895e-13 -9.28146e-14
1.53968e-06 -4.22773e-13 -3.08642e-14
1.53692e-06 -4.88942e-13 4.79616e-14
1.53418e-06 -4.66072e-13 3.19744e-14
1.53145e-06 -4.64073e-13 -2.81997e-14
1.52872e-06 -4.86056e-13 -1.06581e-14
1.526e-06 -4.80949e-13 -4.44089e-16
1.5233e-06 -4.7673e-13 -6.32827e-14
1.5206e-06 -4.24993e-13 3.44169e-14
1.51792e-06 -4.72511e-13 -9.99201e-15
1.51524e-06 -4.14557e-13 5.01821e-14
1.51257e-06 -4.41425e-13 2.81997e-14
1.50991e-06 -4.66516e-13 -1.11022e-15
1.50726e-06 -4.4853e-13 5.12923e-14
1.50462e-06 -4.66072e-13 -1.22125e-14
1.50199e-06 -3.89022e-13 4.39648e-14
1.49937e-06 -4.18998e-13 2.33147e-14
1.49676e-06 -4.62297e-13 -2.66454e-14
1.49416e-06 -4.49862e-13 -2.81997e-14
1.49156e-06 -4.00124e-13 -2.9754e-14
1.48898e-06 -4.44977e-13 -5.32907e-15
1.4864e-06 -4.29656e-13 3.26406e-14
1.48384e-06 -4.07896e-13 -3.68594e-14
1.48128e-06 -3.91243e-13 1.19904e-14
1.47873e-06 -4.39204e-13 4.41869e-14
1.47619e-06 -3.95239e-13 -2.93099e-14
1.47365e-06 -3.98126e-13 3.81917e-14
1.47113e-06 -4.39204e-13 -5.50671e-14
1.46862e-06 -4.17666e-13 -4.06342e-14
1.46611e-06 -4.65405e-13 -3.39728e-14
1.46361e-06 -4.11005e-13 2.42029e-14
1.46112e-06 -4.44533e-13 -3.55271e-14
1.45864e-06 -3.6593e-13 5.86198e-14
1.45617e-06 -3.67262e-13 -3.06422e-14
1.45371e-06 -3.52829e-13 6.88338e-15
1.45125e-06 -4.01901e-13 -4.92939e-14
1.4488e-06 -4.20108e-13 4.39648e-14
1.44636e-06 -4.10338e-13 2.04281e-14
1.44393e-06 -4.18998e-13 -3.64153e-14
1.44151e-06 -4.07008e-13 5.15143e-14
1.4391e-06 -4.22551e-13 -5.59552e-14
1.43669e-06 -4.04121e-13 6.55032e-14
1.43429e-06 -3.80584e-13 1.39888e-14
1.4319e-06 -3.96794e-13 1.84297e-14
1.42952e-06 -3.97016e-13 8.88178e-16
1.42714e-06 -4.0612e-13 -2.77556e-14
1.42478e-06 -3.8014e-13 -1.70974e-14
1.42242e-06 -4.05453e-13 -8.9484e-14
1.42007e-06 -3.89022e-13 7.63833e-14
1.41772e-06 -3.97682e-13 7.10543e-14
1.41539e-06 -3.87912e-13 2.06501e-14
1.41306e-06 -3.95683e-13 3.5083e-14
1.41074e-06 -4.03011e-13 -1.66533e-14
1.40843e-06 -3.94795e-13 -1.33227e-15
1.40612e-06 -3.78142e-13 -1.70974e-14
1.40382e-06 -3.51941e-13 2.22045e-14
1.40153e-06 -3.67706e-13 7.39409e-14
1.39925e-06 -3.64819e-13 4.08562e-14
1.39698e-06 -4.23661e-13 -3.9746e-14
1.39471e-06 -4.39648e-13 -8.88178e-16
1.39245e-06 -3.56604e-13 3.55271e-14
1.3902e-06 -4.16778e-13 -7.03881e-14
1.38795e-06 -3.92131e-13 -5.01821e-14
1.38571e-06 -3.38396e-13 6.9722e-14
1.38348e-06 -3.22631e-13 9.54792e-15
1.38126e-06 -3.96128e-13 -2.53131e-14
1.37904e-06 -3.38174e-13 1.46549e-14
1.37683e-06 -3.67484e-13 -2.02061e-14
1.37463e-06 -3.68816e-13 1.19904e-14
1.37243e-06 -4.33431e-13 -6.83897e-14
1.37024e-06 -3.83471e-13 4.35207e-14
1.36806e-06 -3.69926e-13 -7.32747e-15
1.36588e-06 -3.36842e-13 2.35367e-14
1.36372e-06 -3.81917e-13 -3.68594e-14
1.36155e-06 -3.59268e-13 2.5091e-14
1.3594e-06 -4.05675e-13 -1.75415e-14
1.35725e-06 -3.89244e-13 -1.39888e-14
1.35511e-06 -3.60822e-13 -1.42109e-14
1.35298e-06 -3.1819e-13 5.32907e-15
1.35085e-06 -3.23075e-13 -4.44089e-15
1.34873e-06 -4.09894e-13 7.32747e-15
1.34662e-06 -3.6593e-13 -5.32907e-15
1.34451e-06 -3.46168e-13 -2.42029e-14
1.34241e-06 -3.60378e-13 1.59872e-14
1.34031e-06 -3.17302e-13 3.57492e-14
1.33823e-06 -3.11973e-13 0
1.33614e-06 -3.43281e-13 2.28706e-14
1.33407e-06 -3.73701e-13 2.33147e-14
1.332e-06 -2.8777e-13 6.59472e-14
1.32994e-06 -3.05977e-13 3.86358e-14
1.32788e-06 -3.02203e-13 4.10783e-14
1.32583e-06 -3.54383e-13 3.55271e-15
1.32379e-06 -2.99538e-13 -5.32907e-15
1.32175e-06 -3.71259e-13 -3.55271e-14
1.31972e-06 -3.46168e-13 -3.28626e-14
1.3177e-06 -3.04201e-13 8.65974e-15
1.31568e-06 -4.06786e-13 -2.15383e-14
1.31367e-06 -3.95461e-13 -9.76996e-15
1.31167e-06 -3.13527e-13 -1.28786e-14
1.30967e-06 -3.28626e-13 -4.17444e-14
1.30767e-06 -2.72449e-13 1.5099e-14
1.30568e-06 -3.69704e-13 -1.31006e-14
1.3037e-06 -3.51941e-13 -4.68514e-14
1.30173e-06 -3.44613e-13 -3.79696e-14
1.29976e-06 -2.94209e-13 4.10783e-14
1.2978e-06 -3.49498e-13 -6.06182e-14
1.29584e-06 -3.47944e-13 2.55351e-14
1.29389e-06 -3.77254e-13 -5.10703e-14
1.29194e-06 -3.29958e-13 5.01821e-14
1.29e-06 -3.55049e-13 2.5091e-14
1.28807e-06 -3.24407e-13 -6.03961e-14
1.28614e-06 -3.02203e-13 5.4845e-14
1.28422e-06 -3.24407e-13 -1.59872e-14
1.2823e-06 -3.22409e-13 1.70974e-14
1.28039e-06 -3.09752e-13 -1.42109e-14
1.27848e-06 -3.50164e-13 1.79856e-14
1.27658e-06 -3.42837e-13 -4.81837e-14
1.27469e-06 -3.49054e-13 1.15463e-14
1.2728e-06 -3.10196e-13 2.93099e-14
1.27092e-06 -3.09308e-13 4.86278e-14
1.26904e-06 -3.14637e-13 1.44329e-14
1.26717e-06 -3.15081e-13 9.10383e-15
1.2653e-06 -2.94875e-13 1.9762e-14
1.26344e-06 -2.84217e-13 3.10862e-15
1.26159e-06 -2.71561e-13 2.19824e-14
1.25974e-06 -2.78444e-13 7.77156e-15
1.25789e-06 -3.19744e-13 -2.95319e-14
1.25605e-06 -2.98872e-13 -1.33227e-14
1.25422e-06 -3.30402e-13 -2.35367e-14
1.25239e-06 -2.69784e-13 4.86278e-14
1.25057e-06 -2.83107e-13 -4.88498e-14
1.24875e-06 -2.81997e-13 3.4861e-14
1.24694e-06 -2.55351e-13 1.24345e-14
1.24513e-06 -3.30402e-13 -2.53131e-14
1.24333e-06 -2.85993e-13 5.55112e-15
1.24153e-06 -3.05311e-13 -4.35207e-14
1.23974e-06 -2.82663e-13 4.52971e-14
1.23795e-06 -3.31957e-13 2.22045e-14
1.23617e-06 -3.00648e-13 -2.02061e-14
1.2344e-06 -3.26628e-13 4.44089e-15
1.23263e-06 -3.01092e-13 4.72955e-14
1.23086e-06 -3.25517e-13 6.21725e-15
1.2291e-06 -2.78666e-13 -3.10862e-15
1.22734e-06 -2.71339e-13 3.06422e-14
1.22559e-06 -2.63123e-13 2.39808e-14
1.22385e-06 -3.12417e-13 -3.5083e-14
1.22211e-06 -2.65121e-13 7.26086e-14
1.22037e-06 -2.52465e-13 7.83817e-14
1.21864e-06 -2.89102e-13 1.64313e-14
1.21691e-06 -2.84217e-13 4.90719e-14
1.21519e-06 -3.27516e-13 2.39808e-14
1.21348e-06 -3.09752e-13 6.79456e-14
1.21176e-06 -2.5735e-13 2.19824e-14
1.21006e-06 -3.04867e-13 2.44249e-15
1.20836e-06 -2.6068e-13 6.21725e-15
1.20666e-06 -2.48024e-13 -1.55431e-15
1.20497e-06 -1.98508e-13 3.10862e-15
1.20328e-06 -2.93099e-13 -5.01821e-14
1.2016e-06 -2.39364e-13 9.10383e-15
1.19992e-06 -2.498e-13 -5.32907e-15
1.19824e-06 -2.75779e-13 1.93179e-14
1.19657e-06 -2.4758e-13 -3.01981e-14
1.19491e-06 -2.23821e-13 -4.44089e-16
1.19325e-06 -2.6934e-13 6.21725e-15
1.1916e-06 -3.36842e-13 -4.28546e-14
1.18995e-06 -3.36398e-13 7.54952e-15
1.1883e-06 -2.56906e-13 5.77316e-15
1.18666e-06 -2.88436e-13 -2.06501e-14
1.18502e-06 -2.3137e-13 7.54952e-15
1.18339e-06 -2.51354e-13 4.15223e-14
1.18176e-06 -2.66009e-13 -8.65974e-15
1.18014e-06 -2.50466e-13 -1.24345e-14
1.17852e-06 -2.28706e-13 5.4845e-14
1.17691e-06 -2.20268e-13 1.77636e-15
1.1753e-06 -2.94875e-13 -5.32907e-15
1.17369e-06 -2.74669e-13 -1.28786e-14
1.17209e-06 -2.63123e-13 4.44089e-16
1.17049e-06 -2.4647e-13 -9.99201e-15
1.1689e-06 -3.33289e-13 -6.35048e-14
1.16731e-06 -3.02869e-13 -5.61773e-14
1.16573e-06 -2.85327e-13 5.9952e-15
1.16415e-06 -2.89102e-13 -3.64153e-14
1.16257e-06 -2.81553e-13 2.22045e-14
1.161e-06 -2.60236e-13 1.5099e-14
1.15943e-06 -2.72893e-13 -1.55431e-15
1.15787e-06 -3.09086e-13 -2.04281e-14
1.15631e-06 -2.49578e-13 2.73115e-14
1.15476e-06 -3.10862e-13 5.9952e-15
1.15321e-06 -2.60014e-13 -1.64313e-14
1.15166e-06 -2.15161e-13 2.22045e-14
1.15012e-06 -2.82441e-13 -2.66454e-14
1.14858e-06 -2.47136e-13 1.9984e-15
1.14705e-06 -3.01981e-13 2.04281e-14
1.14552e-06 -2.51799e-13 -1.33227e-15
1.144e-06 -2.7689e-13 -2.77556e-14
1.14247e-06 -3.0842e-13 1.24345e-14
1.14096e-06 -2.4003e-13 5.77316e-14
1.13944e-06 -2.65121e-13 5.17364e-14
1.13793e-06 -3.37952e-13 -4.88498e-14
1.13643e-06 -2.27374e-13 -9.99201e-15
1.13493e-06 -2.82885e-13 -4.55191e-14
1.13343e-06 -2.39586e-13 9.10383e-15
1.13194e-06 -2.40918e-13 1.31006e-14
1.13045e-06 -2.63123e-13 7.77156e-15
1.12896e-06 -3.04201e-13 1.90958e-14
1.12748e-06 -3.15747e-13 2.33147e-14
1.126e-06 -2.54685e-13 7.10543e-14
1.12453e-06 -2.48912e-13 3.55271e-15
1.12306e-06 -1.64757e-13 1.93179e-14
1.12159e-06 -2.0961e-13 -1.64313e-14
1.12013e-06 -2.23377e-13 8.01581e-14
1.11867e-06 -2.80442e-13 -2.42029e-14
1.11722e-06 -2.25375e-13 -2.04281e-14
1.11577e-06 -2.22045e-13 -3.15303e-14
1.11432e-06 -2.25819e-13 -7.77156e-15
1.11288e-06 -2.6823e-13 -6.86118e-14
1.11144e-06 -2.20046e-13 1.06581e-14
1.11e-06 -2.15827e-13 7.54952e-15
1.10857e-06 -2.29594e-13 1.15463e-14
1.10714e-06 -2.29816e-13 -1.70974e-14
1.10572e-06 -1.72973e-13 3.44169e-14
1.10429e-06 -2.15605e-13 2.9976e-14
1.10288e-06 -1.76081e-13 8.4599e-14
1.10146e-06 -2.41362e-13 4.92939e-14
1.10005e-06 -2.44693e-13 -2.19824e-14
1.09865e-06 -3.11751e-13 1.86517e-14
1.09724e-06 -2.71116e-13 -2.4647e-14
1.09584e-06 -2.45359e-13 -6.12843e-14
1.09445e-06 -2.60236e-13 -3.61933e-14
1.09305e-06 -2.24709e-13 1.55431e-15
1.09167e-06 -2.39364e-13 -1.26565e-14
1.09028e-06 -2.90656e-13 -3.9968e-14
1.0889e-06 -2.82663e-13 2.57572e-14
1.08752e-06 -2.29594e-13 1.24345e-14
1.08615e-06 -2.12719e-13 1.93179e-14
1.08477e-06 -2.5735e-13 -2.22045e-16
1.08341e-06 -3.0731e-13 -3.55271e-14
1.08204e-06 -2.63567e-13 -4.64073e-14
1.08068e-06 -2.48246e-13 2.33147e-14
1.07932e-06 -1.78746e-13 2.44249e-14
1.07797e-06 -2.53131e-13 -2.37588e-14
1.07662e-06 -3.08864e-13 1.9984e-15
1.07527e-06 -2.22711e-13 -6.66134e-16
1.07393e-06 -1.99618e-13 -5.88418e-14
1.07259e-06 -1.96509e-13 -9.54792e-15
1.07125e-06 -1.88294e-13 6.08402e-14
1.06991e-06 -2.62457e-13 3.77476e-15
1.06858e-06 -2.16493e-13 3.95239e-14
1.06726e-06 -2.34257e-13 -3.28626e-14
1.06593e-06 -2.39142e-13 3.37508e-14
1.06461e-06 -1.77192e-13 4.21885e-15
1.06329e-06 -2.39142e-13 9.99201e-15
1.06198e-06 -1.64091e-13 -2.10942e-14
1.06067e-06 -2.56239e-13 -1.75415e-14
1.05936e-06 -1.69864e-13 -4.68514e-14
1.05806e-06 -2.13163e-13 -1.9984e-15
1.05675e-06 -2.84661e-13 -5.24025e-14
1.05546e-06 -1.73861e-13 -5.83977e-14
1.05416e-06 -1.75637e-13 -5.59552e-14
1.05287e-06 -2.62901e-13 -2.26485e-14
1.05158e-06 -2.37588e-13 1.4877e-14
1.05029e-06 -2.16049e-13 5.04041e-14
1.04901e-06 -2.67564e-13 -5.9508e-14
1.04773e-06 -2.47136e-13 -2.66454e-15
1.04646e-06 -1.98508e-13 9.99201e-15
1.04518e-06 -2.08944e-13 5.01821e-14
1.04391e-06 -2.22267e-13 -1.59872e-14
1.04265e-06 -2.09388e-13 1.06803e-13
1.04138e-06 -1.95399e-13 -3.9968e-15
1.04012e-06 -2.20268e-13 7.77156e-15
1.03886e-06 -1.92735e-13 -1.55431e-15
1.03761e-06 -2.00062e-13 3.59712e-14
1.03636e-06 -2.54463e-13 -1.77636e-15
1.03511e-06 -2.51354e-13 -2.55351e-14
1.03386e-06 -2.88436e-13 -1.73195e-14
1.03262e-06 -2.33813e-13 1.57652e-14
1.03138e-06 -1.44107e-13 6.41709e-14
1.03014e-06 -1.66978e-13 3.88578e-14
1.02891e-06 -2.30482e-13 -3.24185e-14
1.02768e-06 -1.94067e-13 3.53051e-14
1.02645e-06 -2.03171e-13 2.15383e-14
1.02523e-06 -1.84741e-13 1.9984e-14
1.02401e-06 -1.2923e-13 -1.59872e-14
1.02279e-06 -1.42997e-13 1.24345e-14
1.02157e-06 -2.00506e-13 -3.26406e-14
1.02036e-06 -2.62901e-13 -2.13163e-14
1.01915e-06 -2.23377e-13 -2.75335e-14
1.01794e-06 -1.8674e-13 2.4869e-14
1.01673e-06 -2.03615e-13 5.32907e-15
1.01553e-06 -2.25375e-13 -2.13163e-14
1.01433e-06 -1.46771e-13 6.30607e-14
1.01314e-06 -2.75779e-13 -3.08642e-14
1.01194e-06 -1.803e-13 1.53211e-14
1.01075e-06 -2.29594e-13 -4.92939e-14
1.00957e-06 -2.7045e-13 -5.9952e-14
1.00838e-06 -2.09388e-13 -4.24105e-14
1.0072e-06 -1.98508e-13 -4.37428e-14
1.00602e-06 -2.05391e-13 -6.75016e-14
1.00484e-06 -2.32925e-13 -4.84057e-14
1.00367e-06 -1.25677e-13 -1.31006e-14
1.0025e-06 -2.45359e-13 -1.28786e-14
1.00133e-06 -1.71418e-13 -3.75255e-14
1.00016e-06 -1.55431e-13 3.86358e-14
9.99001e-07 -1.80744e-13 -4.35207e-14
9.97841e-07 -1.84741e-13 -2.53131e-14
9.96683e-07 -2.40918e-13 -6.9722e-14
9.95528e-07 -1.64535e-13 2.13163e-14
9.94376e-07 -2.73781e-13 -1.01252e-13
9.93226e-07 -1.41442e-13 1.5099e-14
9.92079e-07 -1.1835e-13 1.53211e-14
9.90935e-07 -1.73195e-13 -1.73195e-14
9.89794e-07 -1.75415e-13 2.19824e-14
9.88655e-07 -1.06581e-13 5.21805e-14
9.87518e-07 -1.23457e-13 2.77556e-14
9.86384e-07 -1.60538e-13 5.4845e-14
9.85253e-07 -1.75415e-13 1.35447e-14
9.84125e-07 -2.06946e-13 -3.5083e-14
9.82999e-07 -1.803e-13 2.57572e-14
9.81875e-07 -1.3145e-13 -3.01981e-14
9.80754e-07 -2.31148e-13 -2.9976e-14
9.79636e-07 -2.06501e-13 2.75335e-14
9.7852e-07 -1.672e-13 2.22045e-15
9.77407e-07 -1.96509e-13 5.10703e-15
9.76296e-07 -2.03393e-13 -8.43769e-15
9.75188e-07 -2.84883e-13 -5.70655e-14
9.74083e-07 -1.6831e-13 1.13243e-14
9.72979e-07 -1.63425e-13 4.88498e-15
9.71879e-07 -1.90514e-13 -8.57092e-14
9.70781e-07 -1.59428e-13 3.53051e-14
9.69685e-07 -1.97176e-13 3.9968e-14
9.68592e-07 -9.08162e-14 6.21725e-14
9.67501e-07 -2.15383e-13 -6.4837e-14
9.66412e-07 -2.45803e-13 2.44249e-15
9.65327e-07 -2.16938e-13 8.88178e-16
9.64243e-07 -1.12355e-13 -2.53131e-14
9.63162e-07 -1.53433e-13 -5.39568e-14
9.62084e-07 -1.64313e-13 -4.50751e-14
9.61008e-07 -1.78302e-13 -2.90878e-14
9.59934e-07 -2.12497e-13 2.81997e-14
9.58862e-07 -2.20268e-13 -3.66374e-14
9.57794e-07 -1.13465e-13 1.66533e-14
9.56727e-07 -1.68532e-13 -3.44169e-14
9.55663e-07 -1.98286e-13 -1.82077e-14
9.54601e-07 -1.67866e-13 2.22045e-16
9.53541e-07 -2.0095e-13 5.4623e-14
9.52484e-07 -1.78746e-13 4.44089e-15
9.51429e-07 -2.30704e-13 1.93179e-14
9.50377e-07 -1.28342e-13 4.88498e-14
9.49327e-07 -1.60316e-13 -4.88498e-15
9.48279e-07 -2.45359e-13 -5.63993e-14
9.47233e-07 -1.90736e-13 -1.70974e-14
9.4619e-07 -1.71863e-13 1.66533e-14
9.45149e-07 -1.15685e-13 -1.9984e-14
9.44111e-07 -1.70752e-13 1.19904e-14
9.43074e-07 -1.59206e-13 9.54792e-15
9.4204e-07 -1.54987e-13 -1.93179e-14
9.41008e-07 -1.82521e-13 2.88658e-15
9.39979e-07 -2.6823e-13 -1.12355e-13
9.38952e-07 -1.76525e-13 1.88738e-14
9.37927e-07 -2.16049e-13 -1.70974e-14
9.36904e-07 -1.56097e-13 1.9762e-14
9.35883e-07 -1.53433e-13 -3.37508e-14
9.34865e-07 -1.04139e-13 5.28466e-14
9.33849e-07 -1.59428e-13 2.81997e-14
9.32835e-07 -9.72555e-14 -8.65974e-15
9.31823e-07 -1.76748e-13 -2.04281e-14
9.30813e-07 -1.72973e-13 -5.63993e-14
9.29806e-07 -1.7164e-13 2.88658e-14
9.28801e-07 -1.92069e-13 -1.28786e-14
9.27798e-07 -1.83631e-13 4.26326e-14
9.26797e-07 -1.10578e-13 2.73115e-14
9.25798e-07 -1.31894e-13 -3.41949e-14
9.24802e-07 -1.66089e-13 -2.5091e-14
9.23807e-07 -1.62537e-13 1.33227e-15
9.22815e-07 -1.35225e-13 1.01252e-13
9.21825e-07 -1.52545e-13 2.24265e-14
9.20837e-07 -1.82743e-13 5.55112e-14
9.19851e-07 -2.63567e-13 1.17684e-14
9.18867e-07 -1.23457e-13 -1.77636e-15
9.17885e-07 -2.02061e-13 6.50591e-14
9.16906e-07 -2.9754e-14 6.90559e-14
9.15928e-07 -1.67644e-13 -4.75175e-14
9.14953e-07 -2.16493e-13 -3.33067e-14
9.13979e-07 -2.14051e-13 5.39568e-14
9.13008e-07 -1.15907e-13 6.30607e-14
9.12039e-07 -1.81632e-13 -1.28786e-14
9.11072e-07 -1.98064e-13 8.21565e-15
9.10107e-07 -1.96732e-13 -5.88418e-14
9.09144e-07 -1.60982e-13 -6.66134e-16
9.08183e-07 -1.23013e-13 1.82077e-14
9.07224e-07 -1.34559e-13 2.4647e-14
9.06267e-07 -1.44995e-13 0
9.05312e-07 -2.03837e-13 -8.28226e-14
9.04359e-07 -1.50324e-13 2.75335e-14
9.03408e-07 -1.73639e-13 2.33147e-14
9.02459e-07 -1.98064e-13 -4.44089e-16
9.01512e-07 -1.78524e-13 -3.41949e-14
9.00567e-07 -2.18936e-13 4.9738e-14
8.99624e-07 -1.40998e-13 5.10703e-15
8.98683e-07 -1.89404e-13 4.52971e-14
8.97744e-07 -1.4988e-13 -2.15383e-14
8.96807e-07 -1.21236e-13 2.53131e-14
8.95872e-07 -1.36557e-13 6.4837e-14
8.94938e-07 -1.54099e-13 -1.53211e-14
8.94007e-07 -1.42997e-13 -7.54952e-14
8.93078e-07 -1.95621e-13 -2.88658e-15
8.9215e-07 -1.52989e-13 -1.11022e-14
8.91225e-07 -1.23901e-13 -6.23945e-14
8.90301e-07 -1.92735e-13 1.53211e-14
8.8938e-07 -1.48548e-13 -7.74936e-14
8.8846e-07 -1.65645e-13 -3.28626e-14
8.87542e-07 -1.46105e-13 -4.996e-14
8.86626e-07 -9.63674e-14 7.37188e-14
8.85712e-07 -2.43805e-13 9.10383e-15
8.848e-07 -1.53877e-13 -2.59792e-14
8.8389e-07 -1.63203e-13 -1.59872e-14
8.82981e-07 -1.22569e-13 5.92859e-14
8.82075e-07 -1.84519e-13 -3.44169e-14
8.8117e-07 -1.70086e-13 2.86438e-14
8.80267e-07 -1.68754e-13 1.24345e-14
8.79366e-07 -1.64091e-13 7.39409e-14
8.78467e-07 -1.45883e-13 3.26406e-14
8.7757e-07 -1.4766e-13 -4.26326e-14
8.76674e-07 -2.05835e-13 -2.44249e-14
8.75781e-07 -1.33893e-13 -9.76996e-15
8.74889e-07 -2.00062e-13 -1.44329e-14
8.73999e-07 -1.42109e-13 -1.11022e-14
8.7311e-07 -1.98508e-13 4.4631e-14
8.72224e-07 -1.5965e-13 5.17364e-14
8.7134e-07 -1.36335e-13 2.59792e-14
8.70457e-07 -1.53211e-13 4.66294e-15
8.69576e-07 -1.2168e-13 -1.42109e-14
8.68696e-07 -1.12355e-13 -5.973e-14
8.67819e-07 -1.87628e-13 -5.37348e-14
8.66943e-07 -1.91847e-13 2.84217e-14
8.66069e-07 -1.29896e-13 -3.4861e-14
8.65197e-07 -1.39444e-13 -6.21725e-14
8.64327e-07 -1.51656e-13 -2.95319e-14
8.63458e-07 -1.58762e-13 -3.01981e-14
8.62591e-07 -1.06137e-13 4.37428e-14
8.61726e-07 -1.9984e-15 1.08358e-13
8.60862e-07 -1.92069e-13 -4.39648e-14
8.60001e-07 -1.18794e-13 -5.59552e-14
