0.0000000000;0.0000000000
0.0100000000;0.0000000026
0.0200000000;0.0000000052
0.0300000000;0.0000000078
0.0400000000;0.0000000104
0.0500000000;0.0000000131
0.0600000000;0.0000000159
0.0700000000;0.0000000187
0.0800000000;0.0000000216
0.0900000000;0.0000000246
0.1000000000;0.0000000278
0.1100000000;0.0000000310
0.1200000000;0.0000000344
0.1300000000;0.0000000380
0.1400000000;0.0000000418
0.1500000000;0.0000000457
0.1600000000;0.0000000498
0.1700000000;0.0000000542
0.1800000000;0.0000000588
0.1900000000;0.0000000637
0.2000000000;0.0000000688
0.2100000000;0.0000000743
0.2200000000;0.0000000801
0.2300000000;0.0000000862
0.2400000000;0.0000000928
0.2500000000;0.0000000997
0.2600000000;0.0000001071
0.2700000000;0.0000001149
0.2800000000;0.0000001232
0.2900000000;0.0000001321
0.3000000000;0.0000001415
0.3100000000;0.0000001515
0.3200000000;0.0000001622
0.3300000000;0.0000001735
0.3400000000;0.0000001856
0.3500000000;0.0000001985
0.3600000000;0.0000002121
0.3700000000;0.0000002267
0.3800000000;0.0000002422
0.3900000000;0.0000002587
0.4000000000;0.0000002763
0.4100000000;0.0000002949
0.4200000000;0.0000003148
0.4300000000;0.0000003359
0.4400000000;0.0000003584
0.4500000000;0.0000003824
0.4600000000;0.0000004078
0.4700000000;0.0000004349
0.4800000000;0.0000004637
0.4900000000;0.0000004943
0.5000000000;0.0000005268
0.5100000000;0.0000005614
0.5200000000;0.0000005982
0.5300000000;0.0000006372
0.5400000000;0.0000006787
0.5500000000;0.0000007229
0.5600000000;0.0000007697
0.5700000000;0.0000008195
0.5800000000;0.0000008723
0.5900000000;0.0000009285
0.6000000000;0.0000009880
0.6100000000;0.0000010513
0.6200000000;0.0000011184
0.6300000000;0.0000011897
0.6400000000;0.0000012653
0.6500000000;0.0000013456
0.6600000000;0.0000014307
0.6700000000;0.0000015209
0.6800000000;0.0000016167
0.6900000000;0.0000017182
0.7000000000;0.0000018258
0.7100000000;0.0000019399
0.7200000000;0.0000020608
0.7300000000;0.0000021890
0.7400000000;0.0000023247
0.7500000000;0.0000024686
0.7600000000;0.0000026210
0.7700000000;0.0000027824
0.7800000000;0.0000029533
0.7900000000;0.0000031343
0.8000000000;0.0000033259
0.8100000000;0.0000035287
0.8200000000;0.0000037433
0.8300000000;0.0000039704
0.8400000000;0.0000042107
0.8500000000;0.0000044649
0.8600000000;0.0000047338
0.8700000000;0.0000050182
0.8800000000;0.0000053189
0.8900000000;0.0000056368
0.9000000000;0.0000059729
0.9100000000;0.0000063282
0.9200000000;0.0000067036
0.9300000000;0.0000071002
0.9400000000;0.0000075193
0.9500000000;0.0000079620
0.9600000000;0.0000084296
0.9700000000;0.0000089233
0.9800000000;0.0000094447
0.9900000000;0.0000099951
1.0000000000;0.0000105760
1.0100000000;0.0000111892
1.0200000000;0.0000118362
1.0300000000;0.0000125188
1.0400000000;0.0000132390
1.0500000000;0.0000139986
1.0600000000;0.0000147997
1.0700000000;0.0000156444
1.0800000000;0.0000165351
1.0900000000;0.0000174739
1.1000000000;0.0000184634
1.1100000000;0.0000195062
1.1200000000;0.0000206050
1.1300000000;0.0000217626
1.1400000000;0.0000229820
1.1500000000;0.0000242663
1.1600000000;0.0000256187
1.1700000000;0.0000270427
1.1800000000;0.0000285418
1.1900000000;0.0000301197
1.2000000000;0.0000317804
1.2100000000;0.0000335279
1.2200000000;0.0000353665
1.2300000000;0.0000373006
1.2400000000;0.0000393350
1.2500000000;0.0000414744
1.2600000000;0.0000437240
1.2700000000;0.0000460891
1.2800000000;0.0000485753
1.2900000000;0.0000511883
1.3000000000;0.0000539343
1.3100000000;0.0000568195
1.3200000000;0.0000598507
1.3300000000;0.0000630346
1.3400000000;0.0000663785
1.3500000000;0.0000698899
1.3600000000;0.0000735767
1.3700000000;0.0000774469
1.3800000000;0.0000815093
1.3900000000;0.0000857726
1.4000000000;0.0000902461
1.4100000000;0.0000949395
1.4200000000;0.0000998629
1.4300000000;0.0001050267
1.4400000000;0.0001104420
1.4500000000;0.0001161200
1.4600000000;0.0001220727
1.4700000000;0.0001283123
1.4800000000;0.0001348519
1.4900000000;0.0001417047
1.5000000000;0.0001488847
1.5100000000;0.0001564063
1.5200000000;0.0001642848
1.5300000000;0.0001725356
1.5400000000;0.0001811753
1.5500000000;0.0001902206
1.5600000000;0.0001996893
1.5700000000;0.0002095997
1.5800000000;0.0002199708
1.5900000000;0.0002308225
1.6000000000;0.0002421752
1.6100000000;0.0002540504
1.6200000000;0.0002664702
