0 4.42776e+09 -6.41382e+08 -8.88341e+07
86400 4.42777e+09 -6.40908e+08 -8.88441e+07
259200 4.42776e+09 -6.40429e+08 -8.88537e+07
518400 4.42773e+09 -6.39948e+08 -8.88628e+07
864000 4.42767e+09 -6.39462e+08 -8.88714e+07
1296000 4.42759e+09 -6.38974e+08 -8.88795e+07
1814400 4.42748e+09 -6.38481e+08 -8.88871e+07
2419200 4.42735e+09 -6.37985e+08 -8.88942e+07
3110400 4.42719e+09 -6.37486e+08 -8.89008e+07
3888000 4.42701e+09 -6.36983e+08 -8.8907e+07
4752000 4.42681e+09 -6.36477e+08 -8.89126e+07
5702400 4.42658e+09 -6.35967e+08 -8.89177e+07
6739200 4.42632e+09 -6.35453e+08 -8.89224e+07
7862400 4.42604e+09 -6.34936e+08 -8.89265e+07
9072000 4.42574e+09 -6.34416e+08 -8.89302e+07
10368000 4.42541e+09 -6.33892e+08 -8.89334e+07
11750400 4.42506e+09 -6.33364e+08 -8.89361e+07
13219200 4.42468e+09 -6.32833e+08 -8.89383e+07
14774400 4.42428e+09 -6.32298e+08 -8.894e+07
16416000 4.42385e+09 -6.3176e+08 -8.89412e+07
18144000 4.4234e+09 -6.31219e+08 -8.89419e+07
19958400 4.42293e+09 -6.30674e+08 -8.89421e+07
21859200 4.42243e+09 -6.30125e+08 -8.89418e+07
23846400 4.4219e+09 -6.29573e+08 -8.8941e+07
25920000 4.42136e+09 -6.29018e+08 -8.89397e+07
28080000 4.42078e+09 -6.28459e+08 -8.8938e+07
30326400 4.42018e+09 -6.27896e+08 -8.89357e+07
32659200 4.41956e+09 -6.2733e+08 -8.8933e+07
35078400 4.41891e+09 -6.2676e+08 -8.89297e+07
37584000 4.41824e+09 -6.26187e+08 -8.8926e+07
40176000 4.41754e+09 -6.25611e+08 -8.89217e+07
42854400 4.41682e+09 -6.25031e+08 -8.8917e+07
45619200 4.41608e+09 -6.24447e+08 -8.89117e+07
48470400 4.41531e+09 -6.2386e+08 -8.8906e+07
51408000 4.41451e+09 -6.2327e+08 -8.88998e+07
54432000 4.41369e+09 -6.22676e+08 -8.8893e+07
57542400 4.41285e+09 -6.22079e+08 -8.88858e+07
60739200 4.41198e+09 -6.21478e+08 -8.88781e+07
64022400 4.41108e+09 -6.20873e+08 -8.88699e+07
67392000 4.41016e+09 -6.20265e+08 -8.88612e+07
70848000 4.40922e+09 -6.19654e+08 -8.88519e+07
74390400 4.40825e+09 -6.19039e+08 -8.88422e+07
78019200 4.40726e+09 -6.18421e+08 -8.8832e+07
81734400 4.40624e+09 -6.17799e+08 -8.88213e+07
85536000 4.4052e+09 -6.17174e+08 -8.881e+07
89424000 4.40413e+09 -6.16545e+08 -8.87983e+07
93398400 4.40303e+09 -6.15913e+08 -8.87861e+07
97459200 4.40192e+09 -6.15277e+08 -8.87734e+07
101606400 4.40077e+09 -6.14638e+08 -8.87601e+07
105840000 4.39961e+09 -6.13995e+08 -8.87464e+07
110160000 4.39841e+09 -6.13349e+08 -8.87321e+07
114566400 4.3972e+09 -6.127e+08 -8.87174e+07
119059200 4.39595e+09 -6.12046e+08 -8.87022e+07
123638400 4.39468e+09 -6.1139e+08 -8.86864e+07
128304000 4.39339e+09 -6.1073e+08 -8.86701e+07
133056000 4.39207e+09 -6.10066e+08 -8.86534e+07
137894400 4.39073e+09 -6.09399e+08 -8.86361e+07
142819200 4.38936e+09 -6.08729e+08 -8.86183e+07
147830400 4.38797e+09 -6.08055e+08 -8.86e+07
152928000 4.38655e+09 -6.07377e+08 -8.85812e+07
158112000 4.38511e+09 -6.06696e+08 -8.85619e+07
163382400 4.38364e+09 -6.06012e+08 -8.85421e+07
168739200 4.38214e+09 -6.05324e+08 -8.85218e+07
174182400 4.38062e+09 -6.04633e+08 -8.85009e+07
179712000 4.37908e+09 -6.03938e+08 -8.84796e+07
