0 -2.12841e+08 -9.55693e+07 3.1997e+06
86400 -1.9523e+08 -8.97244e+07 2.89025e+06
259200 -1.6636e+08 -7.8546e+07 2.4164e+06
518400 -1.20662e+08 -5.91717e+07 1.70151e+06
864000 -3.86291e+07 -2.13391e+07 482223
1296000 4.73322e+08 2.70509e+08 -5.95879e+06
1814400 7.55015e+08 4.27496e+08 -9.57824e+06
2419200 1.03701e+09 5.84658e+08 -1.32014e+07
3110400 1.31896e+09 7.418e+08 -1.6824e+07
3888000 1.60085e+09 8.98902e+08 -2.04457e+07
4752000 1.88266e+09 1.05597e+09 -2.40666e+07
5702400 2.16442e+09 1.213e+09 -2.76867e+07
6739200 2.44613e+09 1.37e+09 -3.13062e+07
7862400 2.72781e+09 1.52699e+09 -3.49251e+07
9072000 3.00944e+09 1.68395e+09 -3.85437e+07
10368000 3.29105e+09 1.8409e+09 -4.21619e+07
11750400 3.57264e+09 1.99783e+09 -4.57798e+07
13219200 3.8542e+09 2.15476e+09 -4.93974e+07
14774400 4.13575e+09 2.31167e+09 -5.30147e+07
16416000 4.41727e+09 2.46857e+09 -5.66319e+07
18144000 4.69879e+09 2.62547e+09 -6.02488e+07
19958400 4.98029e+09 2.78236e+09 -6.38656e+07
21859200 5.26178e+09 2.93924e+09 -6.74823e+07
23846400 5.54326e+09 3.09611e+09 -7.10988e+07
25920000 5.82473e+09 3.25298e+09 -7.47152e+07
28080000 6.10619e+09 3.40985e+09 -7.83315e+07
30326400 6.38764e+09 3.56671e+09 -8.19477e+07
32659200 6.66909e+09 3.72357e+09 -8.55638e+07
35078400 6.95053e+09 3.88042e+09 -8.91798e+07
37584000 7.23196e+09 4.03727e+09 -9.27957e+07
40176000 7.51338e+09 4.19412e+09 -9.64115e+07
42854400 7.79481e+09 4.35096e+09 -1.00027e+08
45619200 8.07622e+09 4.5078e+09 -1.03643e+08
48470400 8.35763e+09 4.66464e+09 -1.07259e+08
51408000 8.63904e+09 4.82148e+09 -1.10874e+08
54432000 8.92044e+09 4.97831e+09 -1.1449e+08
57542400 9.20184e+09 5.13514e+09 -1.18105e+08
60739200 9.48324e+09 5.29197e+09 -1.21721e+08
64022400 9.76463e+09 5.4488e+09 -1.25336e+08
67392000 1.0046e+10 5.60562e+09 -1.28952e+08
70848000 1.03274e+10 5.76245e+09 -1.32567e+08
74390400 1.06088e+10 5.91927e+09 -1.36182e+08
78019200 1.08902e+10 6.07609e+09 -1.39797e+08
81734400 1.11715e+10 6.23291e+09 -1.43413e+08
85536000 1.14529e+10 6.38972e+09 -1.47028e+08
89424000 1.17343e+10 6.54654e+09 -1.50643e+08
93398400 1.20157e+10 6.70336e+09 -1.54258e+08
97459200 1.2297e+10 6.86017e+09 -1.57873e+08
101606400 1.25784e+10 7.01698e+09 -1.61488e+08
105840000 1.28598e+10 7.17379e+09 -1.65103e+08
110160000 1.31411e+10 7.3306e+09 -1.68718e+08
114566400 1.34225e+10 7.48741e+09 -1.72333e+08
119059200 1.37038e+10 7.64422e+09 -1.75948e+08
123638400 1.39852e+10 7.80103e+09 -1.79563e+08
128304000 1.42666e+10 7.95784e+09 -1.83178e+08
133056000 1.45479e+10 8.11464e+09 -1.86793e+08
137894400 1.48293e+10 8.27145e+09 -1.90408e+08
142819200 1.51106e+10 8.42825e+09 -1.94023e+08
147830400 1.5392e+10 8.58505e+09 -1.97638e+08
152928000 1.56733e+10 8.74186e+09 -2.01252e+08
158112000 1.59547e+10 8.89866e+09 -2.04867e+08
163382400 1.6236e+10 9.05546e+09 -2.08482e+08
168739200 1.65173e+10 9.21226e+09 -2.12097e+08
174182400 1.67987e+10 9.36906e+09 -2.15712e+08
179712000 1.708e+10 9.52586e+09 -2.19326e+08
185328000 1.73614e+10 9.68266e+09 -2.22941e+08
191030400 1.76427e+10 9.83946e+09 -2.26556e+08
196819200 1.7924e+10 9.99625e+09 -2.30171e+08
202694400 1.82054e+10 1.0153e+10 -2.33785e+08
208656000 1.84867e+10 1.03098e+10 -2.374e+08
214704000 1.87681e+10 1.04666e+10 -2.41015e+08
