0 2.17838e+09 1.99097e+09 -2.08268e+07
86400 2.1779e+09 1.9913e+09 -2.08194e+07
259200 2.17737e+09 1.99159e+09 -2.08115e+07
518400 2.1768e+09 1.99184e+09 -2.08032e+07
864000 2.17619e+09 1.99206e+09 -2.07945e+07
1296000 2.17554e+09 1.99223e+09 -2.07854e+07
1814400 2.17484e+09 1.99237e+09 -2.07759e+07
2419200 2.1741e+09 1.99247e+09 -2.0766e+07
3110400 2.17332e+09 1.99253e+09 -2.07557e+07
3888000 2.1725e+09 1.99255e+09 -2.0745e+07
4752000 2.17164e+09 1.99254e+09 -2.07339e+07
5702400 2.17073e+09 1.99248e+09 -2.07223e+07
6739200 2.16979e+09 1.99239e+09 -2.07104e+07
7862400 2.1688e+09 1.99226e+09 -2.06981e+07
9072000 2.16777e+09 1.99209e+09 -2.06854e+07
10368000 2.16669e+09 1.99188e+09 -2.06723e+07
11750400 2.16558e+09 1.99163e+09 -2.06588e+07
13219200 2.16442e+09 1.99134e+09 -2.06449e+07
14774400 2.16322e+09 1.99102e+09 -2.06306e+07
16416000 2.16198e+09 1.99065e+09 -2.06158e+07
18144000 2.16069e+09 1.99025e+09 -2.06007e+07
19958400 2.15937e+09 1.98981e+09 -2.05852e+07
21859200 2.158e+09 1.98933e+09 -2.05693e+07
23846400 2.15659e+09 1.98881e+09 -2.05529e+07
25920000 2.15513e+09 1.98825e+09 -2.05362e+07
28080000 2.15364e+09 1.98765e+09 -2.05191e+07
30326400 2.1521e+09 1.98701e+09 -2.05015e+07
32659200 2.15052e+09 1.98633e+09 -2.04836e+07
35078400 2.14889e+09 1.98562e+09 -2.04652e+07
37584000 2.14723e+09 1.98486e+09 -2.04464e+07
40176000 2.14552e+09 1.98407e+09 -2.04273e+07
42854400 2.14377e+09 1.98323e+09 -2.04077e+07
45619200 2.14197e+09 1.98236e+09 -2.03877e+07
48470400 2.14014e+09 1.98145e+09 -2.03673e+07
51408000 2.13826e+09 1.98049e+09 -2.03466e+07
54432000 2.13633e+09 1.9795e+09 -2.03254e+07
57542400 2.13437e+09 1.97847e+09 -2.03038e+07
60739200 2.13236e+09 1.97739e+09 -2.02817e+07
64022400 2.13031e+09 1.97628e+09 -2.02593e+07
67392000 2.12822e+09 1.97513e+09 -2.02365e+07
70848000 2.12608e+09 1.97394e+09 -2.02133e+07
74390400 2.1239e+09 1.9727e+09 -2.01896e+07
78019200 2.12167e+09 1.97143e+09 -2.01656e+07
81734400 2.11941e+09 1.97011e+09 -2.01411e+07
85536000 2.1171e+09 1.96876e+09 -2.01162e+07
89424000 2.11474e+09 1.96736e+09 -2.00909e+07
93398400 2.11234e+09 1.96593e+09 -2.00652e+07
97459200 2.1099e+09 1.96445e+09 -2.00391e+07
101606400 2.10742e+09 1.96293e+09 -2.00126e+07
105840000 2.10489e+09 1.96137e+09 -1.99856e+07
110160000 2.10232e+09 1.95977e+09 -1.99583e+07
114566400 2.0997e+09 1.95813e+09 -1.99305e+07
119059200 2.09704e+09 1.95645e+09 -1.99023e+07
123638400 2.09433e+09 1.95473e+09 -1.98737e+07
128304000 2.09158e+09 1.95296e+09 -1.98447e+07
133056000 2.08879e+09 1.95115e+09 -1.98153e+07
137894400 2.08595e+09 1.9493e+09 -1.97855e+07
142819200 2.08307e+09 1.94741e+09 -1.97552e+07
147830400 2.08014e+09 1.94548e+09 -1.97245e+07
152928000 2.07717e+09 1.9435e+09 -1.96934e+07
158112000 2.07415e+09 1.94148e+09 -1.96619e+07
163382400 2.07109e+09 1.93942e+09 -1.96299e+07
168739200 2.06798e+09 1.93732e+09 -1.95975e+07
174182400 2.06483e+09 1.93517e+09 -1.95647e+07
179712000 2.06163e+09 1.93298e+09 -1.95315e+07
185328000 2.05839e+09 1.93075e+09 -1.94979e+07
191030400 2.0551e+09 1.92847e+09 -1.94638e+07
196819200 2.05177e+09 1.92615e+09 -1.94293e+07
202694400 2.04839e+09 1.92379e+09 -1.93944e+07
208656000 2.04496e+09 1.92138e+09 -1.9359e+07
214704000 2.04149e+09 1.91893e+09 -1.93232e+07
220838400 2.03797e+09 1.91643e+09 -1.9287e+07
227059200 2.0344e+09 1.9139e+09 -1.92503e+07
233366400 2.03079e+09 1.91131e+09 -1.92133e+07
239760000 2.02714e+09 1.90868e+09 -1.91757e+07
246240000 2.02343e+09 1.90601e+09 -1.91378e+07
252806400 2.01968e+09 1.90329e+09 -1.90994e+07
259459200 2.01588e+09 1.90053e+09 -1.90606e+07
266198400 2.01203e+09 1.89772e+09 -1.90213e+07
273024000 2.00814e+09 1.89487e+09 -1.89816e+07
279936000 2.0042e+09 1.89197e+09 -1.89414e+07
286934400 2.00021e+09 1.88902e+09 -1.89009e+07
294019200 1.99617e+09 1.88603e+09 -1.88598e+07
301190400 1.99209e+09 1.883e+09 -1.88183e+07
308448000 1.98796e+09 1.87991e+09 -1.87764e+07
315792000 1.98378e+09 1.87678e+09 -1.8734e+07
323222400 1.97955e+09 1.8736e+09 -1.86912e+07
330739200 1.97527e+09 1.87038e+09 -1.86479e+07
338342400 1.97094e+09 1.86711e+09 -1.86042e+07
346032000 1.96656e+09 1.86379e+09 -1.856e+07
353808000 1.96214e+09 1.86042e+09 -1.85154e+07
361670400 1.95766e+09 1.857e+09 -1.84703e+07
369619200 1.95314e+09 1.85354e+09 -1.84247e+07
377654400 1.94856e+09 1.85003e+09 -1.83787e+07
385776000 1.94394e+09 1.84647e+09 -1.83323e+07
393984000 1.93926e+09 1.84286e+09 -1.82853e+07
402278400 1.93453e+09 1.8392e+09 -1.82379e+07
410659200 1.92976e+09 1.83549e+09 -1.819e+07
419126400 1.92493e+09 1.83173e+09 -1.81417e+07
427680000 1.92005e+09 1.82793e+09 -1.80929e+07
436320000 1.91512e+09 1.82407e+09 -1.80436e+07
445046400 1.91014e+09 1.82016e+09 -1.79939e+07
453859200 1.9051e+09 1.8162e+09 -1.79436e+07
462758400 1.90001e+09 1.81219e+09 -1.78929e+07
471744000 1.89488e+09 1.80813e+09 -1.78417e+07
480816000 1.88968e+09 1.80401e+09 -1.77901e+07
489974400 1.88444e+09 1.79985e+09 -1.77379e+07
499219200 1.87914e+09 1.79563e+09 -1.76853e+07
508550400 1.87379e+09 1.79136e+09 -1.76321e+07
517968000 1.86838e+09 1.78703e+09 -1.75785e+07
527472000 1.86292e+09 1.78266e+09 -1.75244e+07
537062400 1.85741e+09 1.77823e+09 -1.74698e+07
