0.0000000000;0.0000000000
0.0100000000;0.0023326657
0.0200000000;0.0046651703
0.0300000000;0.0069973523
0.0400000000;0.0093290508
0.0500000000;0.0116601045
0.0600000000;0.0139903522
0.0700000000;0.0163196330
0.0800000000;0.0186477859
0.0900000000;0.0209746499
0.1000000000;0.0233000642
0.1100000000;0.0256238682
0.1200000000;0.0279459011
0.1300000000;0.0302660025
0.1400000000;0.0325840120
0.1500000000;0.0348997695
0.1600000000;0.0372131148
0.1700000000;0.0395238881
0.1800000000;0.0418319297
0.1900000000;0.0441370801
0.2000000000;0.0464391798
0.2100000000;0.0487380699
0.2200000000;0.0510335914
0.2300000000;0.0533255857
0.2400000000;0.0556138944
0.2500000000;0.0578983592
0.2600000000;0.0601788223
0.2700000000;0.0624551262
0.2800000000;0.0647271133
0.2900000000;0.0669946269
0.3000000000;0.0692575100
0.3100000000;0.0715156063
0.3200000000;0.0737687598
0.3300000000;0.0760168146
0.3400000000;0.0782596155
0.3500000000;0.0804970075
0.3600000000;0.0827288358
0.3700000000;0.0849549462
0.3800000000;0.0871751849
0.3900000000;0.0893893984
0.4000000000;0.0915974336
0.4100000000;0.0937991381
0.4200000000;0.0959943595
0.4300000000;0.0981829462
0.4400000000;0.1003647469
0.4500000000;0.1025396108
0.4600000000;0.1047073876
0.4700000000;0.1068679274
0.4800000000;0.1090210810
0.4900000000;0.1111666995
0.5000000000;0.1133046345
0.5100000000;0.1154347385
0.5200000000;0.1175568641
0.5300000000;0.1196708646
0.5400000000;0.1217765940
0.5500000000;0.1238739066
0.5600000000;0.1259626577
0.5700000000;0.1280427027
0.5800000000;0.1301138979
0.5900000000;0.1321761002
0.6000000000;0.1342291670
0.6100000000;0.1362729564
0.6200000000;0.1383073273
0.6300000000;0.1403321389
0.6400000000;0.1423472513
0.6500000000;0.1443525252
0.6600000000;0.1463478221
0.6700000000;0.1483330041
0.6800000000;0.1503079339
0.6900000000;0.1522724750
0.7000000000;0.1542264917
0.7100000000;0.1561698488
0.7200000000;0.1581024122
0.7300000000;0.1600240482
0.7400000000;0.1619346240
0.7500000000;0.1638340075
0.7600000000;0.1657220675
0.7700000000;0.1675986734
0.7800000000;0.1694636957
0.7900000000;0.1713170053
0.8000000000;0.1731584741
0.8100000000;0.1749879750
0.8200000000;0.1768053814
0.8300000000;0.1786105678
0.8400000000;0.1804034094
0.8500000000;0.1821837822
0.8600000000;0.1839515632
0.8700000000;0.1857066302
0.8800000000;0.1874488620
0.8900000000;0.1891781381
0.9000000000;0.1908943389
0.9100000000;0.1925973459
0.9200000000;0.1942870414
0.9300000000;0.1959633086
0.9400000000;0.1976260316
0.9500000000;0.1992750955
0.9600000000;0.2009103864
0.9700000000;0.2025317911
0.9800000000;0.2041391977
0.9900000000;0.2057324950
1.0000000000;0.2073115729
1.0100000000;0.2088763223
1.0200000000;0.2104266351
1.0300000000;0.2119624040
1.0400000000;0.2134835229
1.0500000000;0.2149898868
1.0600000000;0.2164813914
1.0700000000;0.2179579338
1.0800000000;0.2194194118
1.0900000000;0.2208657244
1.1000000000;0.2222967717
1.1100000000;0.2237124547
1.1200000000;0.2251126757
1.1300000000;0.2264973378
1.1400000000;0.2278663454
1.1500000000;0.2292196037
1.1600000000;0.2305570194
1.1700000000;0.2318784999
1.1800000000;0.2331839539
1.1900000000;0.2344732912
1.2000000000;0.2357464227
1.2100000000;0.2370032604
1.2200000000;0.2382437173
1.2300000000;0.2394677079
1.2400000000;0.2406751474
1.2500000000;0.2418659525
1.2600000000;0.2430400408
1.2700000000;0.2441973311
1.2800000000;0.2453377436
1.2900000000;0.2464611993
1.3000000000;0.2475676206
1.3100000000;0.2486569311
1.3200000000;0.2497290554
1.3300000000;0.2507839195
1.3400000000;0.2518214504
1.3500000000;0.2528415765
1.3600000000;0.2538442272
1.3700000000;0.2548293333
1.3800000000;0.2557968266
1.3900000000;0.2567466402
1.4000000000;0.2576787086
1.4100000000;0.2585929674
1.4200000000;0.2594893532
1.4300000000;0.2603678042
1.4400000000;0.2612282597
1.4500000000;0.2620706601
1.4600000000;0.2628949473
1.4700000000;0.2637010643
1.4800000000;0.2644889553
1.4900000000;0.2652585660
1.5000000000;0.2660098430
1.5100000000;0.2667427346
